Position,Const,Created,Modified,Description,Name,Known For,Birth Date
125,nm0001415,2011-07-17,2011-09-21,"[b]Recommended Viewing:[/b] [link=tt0038190]A Tree Grows in Brooklyn[/link] (1945), [link=tt0039208]Boomerang![/link] (1947), [link=tt0041746]Pinky[/link] (1949), [link=tt0042832]Panic in the Streets[/link] (1950), [link=tt0044081]A Streetcar Named Desire[/link] (1951), [link=tt0047296]On the Waterfront[/link] (1954), [link=tt0048028]East of Eden[/link] (1955), [link=tt0048973]Baby Doll[/link] (1956), [link=tt0050371]A Face in the Crowd[/link] (1957), [link=tt0054476]Wild River[/link] (1960), [link=tt0055471]Splendor in the Grass[/link] (1961), [link=tt0056825]America, America[/link] (1963)",Elia Kazan,On the Waterfront,1909-09-07
126,nm0917405,2011-04-24,2012-04-02,"[b]Recommended Viewing:[/b] [link=tt0317171]Blissfully Yours[/link] (2002), [link=tt0381668]Tropical Malady[/link] (2004), [link=tt0477731][red]Syndromes and a Century[/red][/link] (2006), [link=tt1588895][red]Uncle Boonmee Who Can Recall His Past Lives[/red][/link] (2010)",Apichatpong Weerasethakul,Memoria,1970-07-16
127,nm0000464,2011-07-17,2012-04-09,"[b]Recommended Viewing:[/b] [link=tt0088184]Stranger Than Paradise[/link] (1984), [link=tt0090967]Down by Law[/link] (1986), [link=tt0097940]Mystery Train[/link] (1989), [link=tt0102536]Night on Earth[/link] (1991), [link=tt0112817]Dead Man[/link] (1995), [link=tt0165798]Ghost Dog: The Way of the Samurai[/link] (1999), [link=tt0379217]Coffee and Cigarettes[/link] (2003), [link=tt0412019]Broken Flowers[/link] (2005), [link=tt1135092]The Limits of Control[/link] (2009)",Jim Jarmusch,Broken Flowers,1953-01-22
128,nm0219136,2011-07-17,2012-07-09,"[b]Recommended Viewing:[/b] [link=tt0111535]U.S. Go Home[/link] (1994), [link=tt0209933]Beau Travail[/link] (1999), [link=tt0204700]Trouble Every Day[/link] (2001), [link=tt0295743]Friday Night[/link] (2002), [link=tt0422491]The Intruder[/link] (2004), [link=tt1100048]35 Shots of Rum[/link] (2008), [link=tt1135952]White Material[/link] (2009)",Claire Denis,High Life,1946-04-21
129,nm0229424,2011-07-19,2012-02-02,"[b]Recommended Viewing:[/b] [link=tt0037101][red]Murder, My Sweet[/red][/link] (1944), [link=tt0037615]Cornered[/link] (1945), [link=tt0039286]Crossfire[/link] (1947), [link=tt0041460]Obsession[/link] (1949), [link=tt0045161]The Sniper[/link] (1952), [link=tt0046816]The Caine Mutiny[/link] (1954), [link=tt0046808]Broken Lance[/link] (1954), [link=tt0053434]Warlock[/link] (1959), [link=tt0059448]Mirage[/link] (1965)",Edward Dmytryk,The Caine Mutiny,1908-09-04
130,nm0097648,2011-07-18,2012-02-02,"[b]Recommended Viewing:[/b] [link=tt0018379]Seventh Heaven[/link] (1927), [link=tt0020122]Lucky Star[/link] (1929), [link=tt0022879][red]A Farewell to Arms[/red][/link] (1932), [link=tt0024302]Man's Castle[/link] (1933), [link=tt0025408]Little Man, What Now?[/link] (1934), [link=tt0027515]Desire[/link] (1936), [link=tt0029002]History is Made at Night[/link] (1937), [link=tt0030413]Mannequin[/link] (1937), [link=tt0030865]Three Comrades[/link] (1938), [link=tt0030743]The Shining Hour[/link] (1938), [link=tt0033105]Strange Cargo[/link] (1940), [link=tt0040607]Moonrise[/link] (1948)",Frank Borzage,7th Heaven,1894-04-23
131,nm0408076,2011-04-24,2012-07-05,"[b]Recommended Viewing:[/b] [link=tt0054709]Pigs and Battleships[/link] (1961), [link=tt0057363]The Insect Woman[/link] (1963), [link=tt0057829][red]Intentions of Murder[/red][/link] (1964), [link=tt0060560]The Pornographers[/link] (1966), [link=tt0079182][red]Vengeance is Mine[/red][/link] (1979), [link=tt0084390][red]The Ballad of Narayama[/red][/link] (1983), [link=tt0097694]Black Rain[/link] (1989), [link=tt0120408]The Eel[/link] (1997), [link=tt0155796]Dr. Akagi[/link] (1998)",Shôhei Imamura,Kuroi ame,1926-09-15
132,nm0001501,2011-07-17,2012-04-09,"[b]Recommended Viewing:[/b] [link=tt0051378]Elevator to the Gallows[/link] (1957), [link=tt0057058]The Fire Within[/link] (1963), [link=tt0062457]The Thief of Paris[/link] (1967), [link=tt0067778]Murmur of the Heart[/link] (1971), [link=tt0071733]Lacombe, Lucien[/link] (1974), [link=tt0072709]Black Moon[/link] (1975), [link=tt0080388]Atlantic City[/link] (1980), [link=tt0082783]My Dinner with Andre[/link] (1981), [link=tt0088689]Alamo Bay[/link] (1985), [link=tt0092593]Au Revoir Les Enfants[/link] (1987)",Louis Malle,Au revoir les enfants,1932-10-30
133,nm0258977,2011-07-17,2012-01-11,"[b]Recommended Viewing:[/b] [link=tt0070040][red]The Spirit of the Beehive[/red][/link] (1973), [link=tt0084740]El Sur[/link] (1983), [link=tt0105438]Quince Tree of the Sun[/link] (1992)",Víctor Erice,El sur,1940-06-30
134,nm0538445,2011-04-09,2012-05-16,"[b]Recommended Viewing:[/b] [link=tt0061912]Love Affair, or the Case of the Missing Switch Board Operator[/link] (1967), [link=tt0063342]Innocence Unprotected[/link] (1968), [link=tt0067958][red]W.R.: Mysteries of the Organism[/red][/link] (1971), [link=tt0072235][red]Sweet Movie[/red][/link] (1974), [link=tt0082770]Montenegro[/link] (1981)",Dusan Makavejev,W.R. - Misterije organizma,1932-10-13
135,nm0167496,2011-07-19,2012-02-19,"[b]Recommended Viewing:[/b] [link=tt0043686][red]Forbidden Games[/red][/link] (1952), [link=tt0049259]Gervaise[/link] (1956), [link=tt0054189]Plein Soleil[/link] (1960), [link=tt0064791]Rider on the Rain[/link] (1970)",René Clément,Plein soleil,1913-03-18
136,nm0000766,2011-10-26,2012-04-09,"[b]Recommended Viewing:[/b] [link=tt0073800]The Travelling Players[/link] (1975), [link=tt0096288]Landscape in the Mist[/link] (1988), [link=tt0114863]Ulysses' Gaze[/link] (1995), [link=tt0156794]Eternity and a Day[/link] (1998), [link=tt0366721]The Weeping Meadow[/link] (2004)",Theodoros Angelopoulos,Mia aioniotita kai mia mera,1935-04-27
137,nm0462030,2011-04-24,2012-04-09,"[b]Recommended Viewing:[/b] [link=tt0053114]The Human Condition[/link] (1961), [link=tt0056058][red]Harakiri[/red][/link] (1962), [link=tt0058279]Kwaidan[/link] (1964), [link=tt0061847][red]Samurai Rebellion[/red][/link] (1967)",Masaki Kobayashi,Seppuku,1916-02-14
138,nm0000339,2011-07-19,2011-09-22,"[b]Recommended Viewing:[/b] [link=tt0053925]House of Usher[/link] (1960), [link=tt0055304]Pit and the Pendulum[/link] (1961), [link=tt0055019]The Intruder[/link] (1961), [link=tt0057693]X: The Man with the X-Ray Eyes[/link] (1963)",Roger Corman,The Silence of the Lambs,1926-04-05
139,nm0275421,2011-07-19,2011-09-22,"[b]Recommended Viewing:[/b] [link=tt0002844]Fantomas[/link] (1913), [link=tt0006206]Les Vampires[/link] (1915), [link=tt0006886]Judex[/link] (1916), [link=tt0009701]Tih Minh[/link] (1918)",Louis Feuillade,Les vampires,1873-02-19
140,nm0783733,2011-09-22,2011-09-22,"[b]Recommended Viewing:[/b] [link=tt0060758]Black Girl[/link] (1966), [link=tt0063268]Mandabi[/link] (1968), [link=tt0073915]Xala[/link] (1975), [link=tt0077309]Ceddo[/link] (1977), [link=tt0092716]Camp de Thiaroye[/link] (1988) [co-directed by [link=nm0816337]Thierno Faty Sow[/link]], [link=tt0416991]Moolaadé[/link] (2004)",Ousmane Sembene,Moolaadé,1923-01-01
141,nm0311780,2011-07-19,2011-09-17,"[b]Recommended Viewing:[/b] [link=tt0159824]Wait[/link] (1968), [link=tt0991284]Still[/link] (1969), [link=tt0159727]Serene Velocity[/link] (1970), [link=tt0159783]Table[/link] (1976)",Ernie Gehr,Carte de Visite - Der V'03-Trailer,1943-07-20
142,nm0563100,2011-09-06,2012-01-11,"and [link=nm0563099]ALBERT MAYSLES[/link]

[b]Recommended Viewing:[/b] [link=tt0064921][red]Salesman[/red][/link] (1968), [link=tt0065780][red]Gimme Shelter[/red][/link] (1970), [link=tt0073076][red]Grey Gardens[/red][/link] (1975)",David Maysles,Grey Gardens,1931-01-10
143,nm0660886,2012-02-07,2012-02-16,"[b]Recommended Viewing:[/b] [link=tt0058642][red]Shadows of Forgotten Ancestors[/red][/link] (1964), [link=tt0063555]The Color of Pomegranates[/link] (1968), [link=tt0087606]The Legend of the Suram Fortress[/link] (1984), [link=tt0094681]Ashik Kerib[/link] (1988)",Sergei Parajanov,Tini zabutykh predkiv,1924-01-09
144,nm0396284,2011-07-17,2011-09-22,"[b]Recommended Viewing:[/b] [link=tt0085533]The Boys from Fengkuei[/link] (1983), [link=tt0090185]A Time to Live and a Time to Die[/link] (1986), [link=tt0091406]Dust in the Wind[/link] (1987), [link=tt0096908]A City of Sadness[/link] (1989), [link=tt0107157]The Puppetmaster[/link] (1993), [link=tt0156587]Flowers of Shanghai[/link] (1998), [link=tt0412596]Café Lumière[/link] (2003), [link=tt0459666]Three Times[/link] (2005), [link=tt0826711]Flight of the Red Balloon[/link] (2007)",Hsiao-Hsien Hou,Cike Nie Yin Niang,1947-04-08
145,nm0281808,2011-07-18,2012-01-11,"[b]Recommended Viewing:[/b] [link=tt0023382]Red Dust[/link] (1932), [link=tt0023825]Bombshell[/link] (1933), [link=tt0032138]The Wizard of Oz[/link] (1939), [link=tt0031381][red]Gone with the Wind[/red][/link] (1939), [link=tt0033553]Dr. Jekyll and Mr. Hyde[/link] (1941)",Victor Fleming,Gone with the Wind,1889-02-23
146,nm0304098,2011-07-19,2011-09-22,"[b]Recommended Viewing:[/b] [link=tt0014417]La Roue[/link] (1923), [link=tt0018192]Napoléon[/link] (1927), [link=tt0031503]J'accuse[/link] (1937)",Abel Gance,Napoléon vu par Abel Gance,1889-10-25
147,nm0000425,2011-04-23,2012-07-03,"[b]Recommended Viewing:[/b] [link=tt0080715]The Falls[/link] (1980), [link=tt0083851]The Draughtsman's Contract[/link] (1982), [link=tt0090366]A Zed & Two Noughts[/link] (1986), [link=tt0092637]The Belly of an Architect[/link] (1987), [link=tt0092929]Drowning by Numbers[/link] (1988), [link=tt0097108][red]The Cook the Thief His Wife and Her Lover[/red][/link] (1989), [link=tt0114134]The Pillow Book[/link] (1996)",Peter Greenaway,"The Cook, the Thief, His Wife & Her Lover",1942-04-05
148,nm0220305,2011-08-31,2012-01-11,"[b]Recommended Viewing:[/b] [link=tt0036154][red]Meshes of the Afternoon[/red][/link] (1943), [link=tt0036618]At Land[/link] (1944), [link=tt0038885]Ritual in Transfigured Time[/link] (1946), [link=tt0040578]Meditation on Violence[/link] (1948)",Maya Deren,Meshes of the Afternoon,1917-04-29
149,nm0235590,2011-09-29,2011-09-29,"[b]Recommended Viewing:[/b] [link=tt0019611]Zvenigora[/link] (1928), [link=tt0019649]Arsenal[/link] (1929), [link=tt0021571]Earth[/link] (1930), [link=tt0026040]Aerograd[/link] (1935)",Aleksandr Dovzhenko,Zemlya,1894-09-10
150,nm0281507,2011-07-19,2011-09-22,"[b]Recommended Viewing:[/b] [link=tt0041378]Follow Me Quietly[/link] (1949), [link=tt0042206]Armored Car Robbery[/link] (1950), [link=tt0044954]The Narrow Margin[/link] (1952), [link=tt0048790]Violent Saturday[/link] (1955), [link=tt0052365]The Vikings[/link] (1958), [link=tt0055774]Barabba[/link] (1961), [link=tt0062755]The Boston Strangler[/link] (1968), [link=tt0070723]Soylent Green[/link] (1973)",Richard Fleischer,Soylent Green,1916-12-08
151,nm0726166,2011-07-20,2012-06-09,"[b]Recommended Viewing:[/b] [link=tt0022694]The Blue Light[/link] (1932), [link=tt0025913][red]Triumph of the Will[/red][/link] (1935), [link=tt0030523]Olympia[/link] (1938), [link=tt0046431]Tiefland[/link] (1954), [link=tt0316016]Underwater Impressions[/link] (2003)",Leni Riefenstahl,Das blaue Licht - Eine Berglegende aus den Dolomiten,1902-08-22
152,nm0840905,2011-04-23,2012-04-09,"[b]Recommended Viewing:[/b] [link=tt0095715]Alice[/link] (1988), [link=tt0109781]Faust[/link] (1994), [link=tt0117715]Conspirators of Pleasure[/link] (1996), [link=tt0228687]Greedy Guts[/link] (2000), [link=tt0407236]Sílení[/link] (2005)",Jan Svankmajer,Otesánek,1934-09-04
153,nm0533241,2011-07-17,2012-07-17,"[b]Recommended Viewing:[/b] [link=tt0044876]The Man in the White Suit[/link] (1951), [link=tt0045654]Mandy[/link] (1952), [link=tt0048281]The Ladykillers[/link] (1955), [link=tt0051036][red]Sweet Smell of Success[/red][/link] (1957)",Alexander Mackendrick,Sweet Smell of Success,1912-09-08
154,nm0655065,2011-07-19,2012-07-17,"[b]Recommended Viewing:[/b] [link=tt0018087]The Love of Jeanne Ney[/link] (1927), [link=tt0018737][red]Pandora's Box[/red][/link] (1928), [link=tt0020475]Diary of a Lost Girl[/link] (1929), [link=tt0022017]Kameradschaft[/link] (1931), [link=tt0021818]The Threepenny Opera[/link] (1931)",Georg Wilhelm Pabst,Die 3 Groschen-Oper,1885-08-25
155,nm0000736,2011-07-17,2012-01-11,"[b]Recommended Viewing:[/b] [link=tt0046719]Apache[/link] (1954), [link=tt0047647]Vera Cruz[/link] (1954), [link=tt0048261][red]Kiss Me Deadly[/red][/link] (1955), [link=tt0047880]The Big Knife[/link] (1955), [link=tt0048967]Autumn Leaves[/link] (1956), [link=tt0048967]Attack[/link] (1956), [link=tt0055073]The Last Sunset[/link] (1961), [link=tt0056687]What Ever Happened to Baby Jane?[/link] (1962), [link=tt0058213]Hush... Hush, Sweet Charlotte[/link] (1964), [link=tt0059183]The Flight of the Phoenix[/link] (1965), [link=tt0061578]The Dirty Dozen[/link] (1967), [link=tt0069436]Ulzana's Raid[/link] (1972), [link=tt0071771]The Longest Yard[/link] (1974), [link=tt0076845]Twilight's Last Gleaming[/link] (1977)",Robert Aldrich,Emperor of the North Pole,1918-08-09
156,nm0651915,2012-06-30,2012-07-01,"[b]Recommended Viewing:[/b] [link=tt0054286]Cruel Story of Youth[/link] (1960), [link=tt0060486]Violence at Noon[/link] (1966), [link=tt0063198]Death by Hanging[/link] (1968), [link=tt0063876]Boy[/link] (1969), [link=tt0066639]The Ceremony[/link] (1971), [link=tt0074102][red]In the Realm of the Senses[/red][/link] (1976), [link=tt0077132]Empire of Passion[/link] (1978), [link=tt0085933]Merry Christmas, Mr. Lawrence[/link] (1983)",Nagisa Ôshima,"Merry Christmas, Mr. Lawrence",1932-03-31
157,nm0521334,2011-07-19,2011-09-24,"[b]Recommended Viewing:[/b] [link=tt0040185]The Boy with Green Hair[/link] (1948), [link=tt0042669]The Lawless[/link] (1950), [link=tt0043938]The Prowler[/link] (1951), [link=tt0043340]The Big Night[/link] (1951), [link=tt0047505]The Sleeping Tiger[/link] (1954), [link=tt0053740]The Criminal[/link] (1960), [link=tt0057490]The Servant[/link] (1963), [link=tt0061328]Accident[/link] (1967)",Joseph Losey,The Servant,1909-01-14
158,nm0796923,2011-07-17,2012-04-09,"[b]Recommended Viewing:[/b] [link=tt0041178]The Big Steal[/link] (1949), [link=tt0047417]Riot in Cell Block 11[/link] (1954), [link=tt0049366]Invasion of the Body Snatchers[/link] (1956), [link=tt0051866]The Lineup[/link] (1958), [link=tt0056062]Hell is for Heroes[/link] (1962), [link=tt0058262]The Killers[/link] (1964), [link=tt0066819]The Beguiled[/link] (1971), [link=tt0066999]Dirty Harry[/link] (1971), [link=tt0069865]Charley Varrick[/link] (1973), [link=tt0075213]The Shootist[/link] (1976), [link=tt0079116]Escape from Alcatraz[/link] (1979)",Don Siegel,Dirty Harry,1912-10-26
159,nm0001754,2011-05-02,2012-04-09,"[b]Recommended Viewing:[/b] [link=tt0114906]Welcome to the Dollhouse[/link] (1995), [link=tt0147612][red]Happiness[/red][/link] (1998), [link=tt0250081][red]Storytelling[/red][/link] (2001), [link=tt0362004]Palindromes[/link] (2004), [link=tt0808526]Life During Wartime[/link] (2009)",Todd Solondz,Welcome to the Dollhouse,1959-10-15
160,nm0503777,2011-07-19,2012-04-30,"[b]Recommended Viewing:[/b] [link=tt0021079]Little Caesar[/link] (1930), [link=tt0023042][red]I Am a Fugitive from a Chain Gang[/red][/link] (1932), [link=tt0024069]Gold Diggers of 1933[/link] (1933), [link=tt0029658]They Won't Forget[/link] (1937), [link=tt0035238]Random Harvest[/link] (1942), [link=tt0048977]The Bad Seed[/link] (1956)",Mervyn LeRoy,The Wizard of Oz,1900-10-15
161,nm0621540,2011-07-19,2011-09-26,"[b]Recommended Viewing:[/b] [link=tt0043801]Meshi[/link] (1951), [link=tt0044986]Mother[/link] (1952), [link=tt0046750]Late Chrysanthemums[/link] (1954), [link=tt0048757]Floating Clouds[/link] (1955), [link=tt0049537]Flowing[/link] (1956), [link=tt0051367]Anzukko[/link] (1958), [link=tt0054144]When a Woman Ascends the Stairs[/link] (1960), [link=tt0061971]Scattered Clouds[/link] (1967)",Mikio Naruse,Ukigumo,1905-08-20
162,nm0699877,2011-07-19,2011-09-26,"[b]Recommended Viewing:[/b] [link=tt0015673]Chess Fever[/link] (1925) [co-directed by [link=nm0794119]Nikolai Shpikovsky[/link]], [link=tt0017128]Mother[/link] (1926), [link=tt0018066]The End of St. Petersburg[/link] (1927), [link=tt0019286]Storm Over Asia[/link] (1928)",Vsevolod Pudovkin,Admiral Nakhimov,1893-02-28
163,nm0000233,2011-07-17,2012-01-11,"[b]Recommended Viewing:[/b] [link=tt0105236][red]Reservoir Dogs[/red][/link] (1992), [link=tt0110912][red]Pulp Fiction[/red][/link] (1994), [link=tt0119396]Jackie Brown[/link] (1997), [link=tt0266697]Kill Bill: Vol. 1[/link] (2003), [link=tt0378194]Kill Bill: Vol. 2[/link] (2004)",Quentin Tarantino,Reservoir Dogs,1963-03-27
164,nm0001885,2011-07-17,2012-03-05,"[b]Recommended Viewing:[/b] [link=tt0101829]Europa[/link] (1991), [link=tt0108906]The Kingdom[/link] (1994), [link=tt0115751][red]Breaking the Waves[/red][/link] (1996), [link=tt0127392]The Kingdom II[/link] (1997), [link=tt0154421]The Idiots[/link] (1998), [link=tt0168629]Dancer in the Dark[/link] (2000), [link=tt0276919]Dogville[/link] (2003), [link=tt0469754]The Boss of It All[/link] (2006), [link=tt0870984]Antichrist[/link] (2009), [link=tt1527186]Melancholia[/link] (2011)",Lars von Trier,Dancer in the Dark,1956-04-30
165,nm0001047,2011-07-17,2012-01-11,"[b]Recommended Viewing:[/b] [link=tt0072288]Thunderbolt and Lightfoot[/link] (1974), [link=tt0077416][red]The Deer Hunter[/red][/link] (1978), [link=tt0080855]Heaven's Gate[/link] (1980), [link=tt0090350]Year of the Dragon[/link] (1985)",Michael Cimino,The Deer Hunter,1939-02-03
166,nm0000631,2011-07-19,2012-04-09,"[b]Recommended Viewing:[/b] [link=tt0075968]The Duellists[/link] (1977), [link=tt0078748]Alien[/link] (1979), [link=tt0083658][red]Blade Runner[/red][/link] (1982), [link=tt0089469]Legend[/link] (1985), [link=tt0103074]Thelma & Louise[/link] (1991), [link=tt0172495]Gladiator[/link] (2000)",Ridley Scott,The Martian,1937-11-30
167,nm0000958,2011-07-17,2012-01-11,"[b]Recommended Viewing:[/b] [link=tt0062138][red]Point Blank[/red][/link] (1967), [link=tt0063056]Hell in the Pacific[/link] (1968), [link=tt0068473][red]Deliverance[/red][/link] (1972), [link=tt0082348]Excalibur[/link] (1981), [link=tt0093209]Hope and Glory[/link] (1987), [link=tt0120706]The General[/link] (1998)",John Boorman,Hope and Glory,1933-01-18
168,nm0001437,2011-07-17,2012-01-11,"[b]Recommended Viewing:[/b] [link=tt0083089]Do You Remember Dolly Bell?[/link] (1981), [link=tt0097223]Time of the Gypsies[/link] (1988), [link=tt0106307]Arizona Dream[/link] (1993), [link=tt0114787][red]Underground[/red][/link] (1995), [link=tt0118843]Black Cat, White Cat[/link] (1998), [link=tt0322420]Life is a Miracle[/link] (2004)",Emir Kusturica,Underground,1954-11-24
169,nm0487351,2012-01-31,2012-01-31,"[b]Recommended Viewing:[/b] [link=tt0090015][red]Shoah[/red][/link] (1985), [link=tt0111510]Tsahal[/link] (1994), [link=tt0286978]Sobibor, Oct. 14, 1943, 4 p.m.[/link] (2001)",Claude Lanzmann,Shoah,1925-11-27
170,nm0000361,2011-07-17,2012-01-11,"[b]Recommended Viewing:[/b] [link=tt0065836]Hi, Mom![/link] (1970), [link=tt0071994]Phantom of the Paradise[/link] (1974), [link=tt0074285][red]Carrie[/red][/link] (1976), [link=tt0082085][red]Blow Out[/red][/link] (1981), [link=tt0086250]Scarface[/link] (1983), [link=tt0094226]The Untouchables[/link] (1987)",Brian De Palma,Body Double,1940-09-11
171,nm0671957,2011-07-19,2012-03-04,"[b]Recommended Viewing:[/b] [link=tt0051849]The Left Handed Gun[/link] (1958), [link=tt0056241]The Miracle Worker[/link] (1962), [link=tt0059447]Mickey One[/link] (1965), [link=tt0061418][red]Bonnie and Clyde[/red][/link] (1967), [link=tt0065988]Little Big Man[/link] (1970), [link=tt0073453][red]Night Moves[/red][/link] (1975)",Arthur Penn,Bonnie and Clyde,1922-09-27
172,nm0001566,2011-07-17,2012-01-11,"[b]Recommended Viewing:[/b] [link=tt0061184]Who's Afraid of Virginia Woolf?[/link] (1966), [link=tt0061722][red]The Graduate[/red][/link] (1967), [link=tt0066892]Carnal Knowledge[/link] (1971), [link=tt0086312]Silkwood[/link] (1983), [link=tt0086312]Primary Colors[/link] (1998)",Mike Nichols,The Graduate,1931-11-06
173,nm0772259,2011-07-17,2012-01-11,"[b]Recommended Viewing:[/b] [link=tt0056868]Billy Liar[/link] (1963), [link=tt0061648]Far from the Madding Crowd[/link] (1967), [link=tt0064665][red]Midnight Cowboy[/red][/link] (1969), [link=tt0067805]Sunday Bloody Sunday[/link] (1971), [link=tt0072848]The Day of the Locust[/link] (1975), [link=tt0074860]Marathon Man[/link] (1976)",John Schlesinger,Midnight Cowboy,1926-02-16
174,nm0516360,2011-07-19,2012-01-11,"[b]Recommended Viewing:[/b] [link=tt0064541][red]Kes[/red][/link] (1969), [link=tt0068569]Family Life[/link] (1971), [link=tt0100491]Riff-Raff[/link] (1990), [link=tt0110296]Ladybird Ladybird[/link] (1994), [link=tt0114671]Land and Freedom[/link] (1995), [link=tt0313670]Sweet Sixteen[/link] (2002), [link=tt0380366]Ae Fond Kiss...[/link] (2004)",Ken Loach,"I, Daniel Blake",1936-06-17
175,nm0647438,2011-07-17,2012-01-11,"[b]Recommended Viewing:[/b] [link=tt0055320]Il Posto[/link] (1961), [link=tt0055981]I Fidanzati[/link] (1963), [link=tt0077138][red]The Tree of Wooden Clogs[/red][/link] (1978), [link=tt0095513]The Legend of the Holy Drinker[/link] (1988)",Ermanno Olmi,L'albero degli zoccoli,1931-07-24
176,nm0637615,2011-04-09,2012-04-09,"[b]Recommended Viewing:[/b] [link=tt0157016]I Stand Alone[/link] (1998), [link=tt0290673][red]Irreversible[/red][/link] (2002), [link=tt1191111][red]Enter the Void[/red][/link] (2009)",Gaspar Noé,Enter the Void,1963-12-27
177,nm0828419,2011-07-19,2012-01-11,"[b]Recommended Viewing:[/b] [link=tt0028333]Swing Time[/link] (1936), [link=tt0031398]Gunga Din[/link] (1939), [link=tt0034012]Penny Serenade[/link] (1941), [link=tt0035567]Woman of the Year[/link] (1942), [link=tt0035417]The Talk of the Town[/link] (1942), [link=tt0036172]The More the Merrier[/link] (1943), [link=tt0040458]I Remember Mama[/link] (1948), [link=tt0043924]A Place in the Sun[/link] (1951), [link=tt0046303][red]Shane[/red][/link] (1953), [link=tt0049261]Giant[/link] (1956)",George Stevens,Giant,1904-12-18
178,nm0672060,2011-07-19,2012-01-11,"[b]Recommended Viewing:[/b] [link=tt0045673]Daybreak Express[/link] (1953), [link=tt0061589][red]Don't Look Back[/red][/link] (1967), [link=tt0064689]Monterey Pop[/link] (1969), [link=tt0108515]The War Room[/link] (1993) [co-directed by [link=nm0373698]Chris Hegedus[/link]]",D.A. Pennebaker,Dont Look Back,1925-07-15
179,nm0003593,2011-07-19,2012-03-08,"[b]Recommended Viewing:[/b] [link=tt0042727]The Men[/link] (1950), [link=tt0044706][red]High Noon[/red][/link] (1952), [link=tt0045793]From Here to Eternity[/link] (1953), [link=tt0060665]A Man for All Seasons[/link] (1966)",Fred Zinnemann,A Man for All Seasons,1907-04-29
180,nm0742940,2011-07-17,2012-01-11,"[b]Recommended Viewing:[/b] [link=tt0055399][red]Salvatore Giuliano[/red][/link] (1961), [link=tt0068346]The Mattei Affair[/link] (1972), [link=tt0074262]Illustrious Corpses[/link] (1976)",Francesco Rosi,Cadaveri eccellenti,1922-11-15
181,nm0587277,2011-07-19,2012-04-09,"[b]Recommended Viewing:[/b] [link=tt0020629]All Quiet on the Western Front[/link] (1930), [link=tt0021890]The Front Page[/link] (1931), [link=tt0024083]Hallelujah, I'm a Bum![/link] (1933), [link=tt0031742]Of Mice and Men[/link] (1939), [link=tt0034694]Edge of Darkness[/link] (1943), [link=tt0038235]A Walk in the Sun[/link] (1945), [link=tt0038988]The Strange Love of Martha Ivers[/link] (1946)",Lewis Milestone,All Quiet on the Western Front,1895-09-30
182,nm0368871,2011-07-19,2012-04-23,"[b]Recommended Viewing:[/b] [link=tt0026866]Peter Ibbetson[/link] (1935), [link=tt0034182]The Shepherd of the Hills[/link] (1941), [link=tt0037795]The House on 92nd Street[/link] (1945), [link=tt0038453]The Dark Corner[/link] (1946), [link=tt0039536]Kiss of Death[/link] (1947), [link=tt0040202]Call Northside 777[/link] (1948), [link=tt0046126][red]Niagara[/red][/link] (1953)",Henry Hathaway,True Grit,1898-03-13
183,nm0422605,2011-07-22,2011-09-25,"[b]Recommended Viewing:[/b] [link=tt0144020]Pickpocket[/link] (1998), [link=tt0258885]Platform[/link] (2000), [link=tt0318025]Unknown Pleasures[/link] (2002), [link=tt0423176]The World[/link] (2004), [link=tt0859765]Still Life[/link] (2006)",Zhangke Jia,Tian zhu ding,1970-05-24
184,nm0122344,2011-07-18,2012-01-11,"[b]Recommended Viewing:[/b] [link=tt0206022]The Horse[/link] (1973), [link=tt0076263][red]Killer of Sheep[/red][/link] (1981), [link=tt0087763]My Brother's Wedding[/link] (1983), [link=tt0100791]To Sleep with Anger[/link] (1990), [link=tt0109906]The Glass Shield[/link] (1994), [link=tt0114915]When It Rains[/link] (1995)",Charles Burnett,Killer of Sheep,1944-04-13
185,nm0690597,2011-11-04,2012-01-11,"[b]Recommended Viewing:[/b] [link=tt0052961]Kapò[/link] (1959), [link=tt0058946][red]The Battle of Algiers[/red][/link] (1965), [link=tt0064866]The Mercenary[/link] (1969)",Gillo Pontecorvo,La battaglia di Algeri,1919-11-19
186,nm0005139,2011-07-19,2012-06-15,"[b]Recommended Viewing:[/b] [link=tt0107653][red]Naked[/red][/link] (1993), [link=tt0117589][red]Secrets & Lies[/red][/link] (1995), [link=tt0151568]Topsy-Turvy[/link] (1999), [link=tt0286261]All or Nothing[/link] (2002), [link=tt0383694]Vera Drake[/link] (2004), [link=tt1045670]Happy-Go-Lucky[/link] (2008), [link=tt1431181]Another Year[/link] (2010)",Mike Leigh,Secrets & Lies,1943-02-20
187,nm0600546,2011-07-19,2012-01-11,"[b]Recommended Viewing:[/b] [link=tt0150662]Show Me Love[/link] (1998), [link=tt0203166]Together[/link] (2000), [link=tt0300140][red]Lilya-4-ever[/red][/link] (2002), [link=tt0381682]A Hole in My Heart[/link] (2004), [link=tt0756206]Container[/link] (2006)",Lukas Moodysson,Fucking Åmål,1969-01-17
188,nm0744035,2011-07-19,2012-01-11,"[b]Recommended Viewing:[/b] [link=tt0039204]Body and Soul[/link] (1947), [link=tt0041113]All the King's Men[/link] (1949), [link=tt0054997][red]The Hustler[/red][/link] (1961), [link=tt0058294]Lilith[/link] (1964)",Robert Rossen,The Hustler,1908-03-16
